,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,Henties Bay,-22.116,14.2845,288.07,89,0,2.29,NA,1635117252
303,Rāvar,31.2656,56.8055,287.76,18,7,2.7,IR,1635117252
304,Kalānaur,28.8333,76.4,293.31,75,0,1.79,IN,1635117253
306,Mayumba,-3.432,10.6554,297.93,92,100,2.48,GA,1635117206
307,Bandarbeyla,9.4942,50.8122,298.62,74,15,1.96,SO,1635117254
308,Ust-Nera,64.5667,143.2,260.18,97,97,2.7,RU,1635117254
309,Morón,-34.6534,-58.6198,295.98,35,0,1.35,AR,1635117191
310,Khani,41.9563,42.9566,280.91,88,84,0.74,GE,1635117217
311,Gritsovskiy,54.1376,38.1604,271.76,84,13,4.85,RU,1635117255
312,Hervey Bay,-25.2986,152.8535,302.06,78,30,3.83,AU,1635117255
313,Tiznit Province,29.5833,-9.5,291.97,57,100,0.47,MA,1635117175
314,Kattivākkam,13.2167,80.3167,299.2,77,100,3.44,IN,1635117256
315,Dok Kham Tai,19.1624,99.9934,292.71,98,35,0.17,TH,1635117256
316,Sibut,5.718,19.0739,295.51,96,100,1.27,CF,1635117256
317,Manggar,-2.8833,108.2667,299.42,80,15,0.4,ID,1635117257
318,Datong,40.0936,113.2914,280.42,70,83,1.78,CN,1635117257
320,Karratha,-20.7377,116.8463,298.87,48,1,5.01,AU,1635117258
321,Tevaitoa,-16.7833,-151.5,297.7,88,100,6.24,PF,1635117259
322,Kitwe,-12.7961,28.2477,296.23,38,94,1.15,ZM,1635117259
323,Ilhéus,-14.7889,-39.0494,297.65,93,96,2.27,BR,1635117260
325,Tiarei,-17.5333,-149.3333,297.04,92,100,6.34,PF,1635117261
326,Hamilton,39.1834,-84.5333,295.5,88,1,4.63,US,1635117205
327,Portland,45.5234,-122.6762,287.71,80,75,2.24,US,1635116800
328,Makakilo City,21.3469,-158.0858,303.33,48,75,5.66,US,1635116922
330,Bilibino,68.0546,166.4372,246.44,98,79,1.2,RU,1635117191
331,Cabo San Lucas,22.8909,-109.9124,305.71,61,20,4.63,MX,1635116993
332,Tabuk,17.4189,121.4443,296.7,90,92,0.61,PH,1635117262
333,Palmer,42.1584,-72.3287,284.83,74,20,1.54,US,1635117263
336,Cockburn Town,21.4612,-71.1419,301.13,74,40,3.6,TC,1635117162
337,Kaeo,-35.1,173.7833,295,77,16,1.69,NZ,1635117264
338,San Cristobal,7.7669,-72.225,293.91,88,72,0.88,VE,1635117120
339,Oodweyne,9.4092,45.064,295.22,36,4,2.66,SO,1635117264
340,Atar,20.5169,-13.0499,302.16,21,28,1.08,MR,1635117265
341,Poum,-20.2333,164.0167,297.61,71,48,4.77,NC,1635117112
342,Port Keats,-14.25,129.55,303.37,64,82,1.61,AU,1635117066
343,Najrān,17.4924,44.1277,290.79,25,10,1.14,SA,1635117192
344,Mossamedes,-15.1961,12.1522,290.61,85,0,2.18,AO,1635117266
345,Puerto Escondido,15.85,-97.0667,303.61,62,40,2.06,MX,1635117213
346,Punta Alta,-38.8759,-62.0736,295.36,33,0,9.36,AR,1635117266
347,Carrickmacross,53.9728,-6.7189,283.31,86,34,5.58,IE,1635117267
348,Grajaú,-5.8194,-46.1386,300.6,72,100,1.46,BR,1635117267
349,Santa Maria da Vitória,-13.3947,-44.1886,300.04,65,98,0.53,BR,1635117267
350,Chumikan,54.7183,135.315,275.15,82,86,6.56,RU,1635117259
351,Sumbe,-11.2061,13.8437,297.22,76,100,3.19,AO,1635117268
352,Karpogory,64.0019,44.4451,269.07,91,73,4.71,RU,1635117268
353,Brigantine,39.4101,-74.3646,290.93,73,1,2.06,US,1635117269
354,São Félix do Xingu,-6.6447,-51.995,296.55,97,93,0.56,BR,1635117249
355,Harrisburg,40.2737,-76.8844,288.98,78,90,1.34,US,1635117102
356,Dubbo,-32.25,148.6167,288.22,47,0,4.63,AU,1635117270
358,Kalmunai,7.4167,81.8167,298.61,85,100,2.86,LK,1635117270
359,Angoche,-16.2325,39.9086,298.47,81,4,5.14,MZ,1635117271
361,Algiers,36.7525,3.042,288.05,82,40,2.06,DZ,1635117037
362,Omboué,-1.5746,9.2618,298.03,91,100,2.28,GA,1635117193
363,Qui Nhon,13.7667,109.2333,298.66,87,100,8.26,VN,1635117116
364,Fayaoué,-20.65,166.5333,296.97,73,27,6.51,NC,1635117272
365,Coahuayana Viejo,18.7333,-103.6833,303.86,78,99,1.83,MX,1635117272
366,Vardø,70.3705,31.1107,274.76,56,55,2.99,NO,1635117148
367,Batticaloa,7.7102,81.6924,299.31,83,100,3.82,LK,1635117273
368,Williams Lake,52.1415,-122.1445,281.05,52,100,3.58,CA,1635117274
369,Coyhaique,-45.5752,-72.0662,282.12,76,90,3.6,CL,1635117196
370,Tuensang,26.2833,94.8333,288.66,92,0,1.43,IN,1635117274
371,Ahar,38.4774,47.0699,282.58,40,0,1.89,IR,1635117275
372,Puerto Ayacucho,5.6639,-67.6236,298.38,90,97,2.58,VE,1635117275
373,Vila Velha,-20.3297,-40.2925,300.12,78,20,5.66,BR,1635116984
374,Walvis Bay,-22.9575,14.5053,288.2,91,0,2.54,NA,1635117276
375,Shreveport,32.5251,-93.7502,303.17,54,1,6.17,US,1635117276
376,Dauphin,51.1494,-100.0502,279.06,54,15,4.63,CA,1635117277
377,Mtwara,-10.2667,40.1833,297.83,89,23,3.36,TZ,1635117277
379,Cayenne,4.9333,-52.3333,299.31,90,75,3.58,GF,1635117143
380,Catalina Foothills,32.2979,-110.9187,304.2,22,1,0.45,US,1635117278
381,Villarrica,-25.75,-56.4333,289.35,70,0,2.29,PY,1635117278
382,Te Anau,-45.4167,167.7167,289.41,79,99,1.06,NZ,1635117239
383,Nhulunbuy,-12.2333,136.7667,303.49,62,93,2.57,AU,1635117279
384,Beringovskiy,63.05,179.3167,260.93,81,41,2.99,RU,1635117279
385,Gebre Guracha,9.8,38.4,283.13,54,23,2.22,ET,1635117280
386,Pasni,25.2631,63.471,297.8,72,0,0.55,PK,1635117280
387,Dubti,11.7361,41.0853,302.04,38,9,4.3,ET,1635117281
388,Ilo,-17.6394,-71.3375,289.18,80,23,2.14,PE,1635117281
389,Sangar,63.9242,127.4739,266.93,96,100,2.93,RU,1635117193
390,Rawson,-43.3002,-65.1023,294.41,27,100,15.95,AR,1635116852
391,Ous,60.9058,61.5186,273,95,100,1.39,RU,1635117282
392,Lata,40.1629,-8.3327,286.93,75,0,0.83,PT,1635117246
393,Esperance,-33.8667,121.9,294.07,39,100,4.33,AU,1635117005
395,Sørland,67.667,12.6934,280.69,96,100,8.52,NO,1635117207
396,Bilma,18.6853,12.9164,302.81,12,2,1.89,NE,1635117283
398,Peniche,39.3558,-9.3811,289.6,91,21,2.87,PT,1635117284
399,Constitución,-35.3333,-72.4167,287.01,82,2,7.12,CL,1635117167
400,Vraca,43.8422,18.3955,274.54,77,0,1.97,BA,1635117284
401,Huarmey,-10.0681,-78.1522,291.79,79,7,4.82,PE,1635117285
402,San Pedro de Macorís,18.4616,-69.2972,301.22,80,68,4,DO,1635117285
403,Evensk,61.95,159.2333,260.38,72,75,0.99,RU,1635117286
404,Ilulissat,69.2167,-51.1,256.4,72,93,3.47,GL,1635117194
405,Sabha,27.0377,14.4283,299.21,19,8,2.48,LY,1635117121
406,Katsuura,35.1333,140.3,289.88,59,54,3.51,JP,1635117152
407,Jejūri,18.2833,74.1667,292.93,72,5,2.08,IN,1635117286
408,Tiksi,71.6872,128.8694,255.11,100,100,1.86,RU,1635117207
409,Buala,-8.145,159.5921,302.81,68,20,0.21,SB,1635117251
410,Hasaki,35.7333,140.8333,286.09,51,27,3.86,JP,1635117167
412,Safi,32.2994,-9.2372,293.05,67,100,5.4,MA,1635117288
413,Cidreira,-30.1811,-50.2056,289.69,65,0,2.67,BR,1635117074
414,Martapura,-3.4167,114.85,298.2,100,51,1.03,ID,1635117288
416,Japura,-0.3167,102.35,296.14,99,100,1.86,ID,1635117289
417,Kailua,21.4022,-157.7394,304.14,68,40,8.13,US,1635117077
419,Zhigansk,66.7697,123.3711,260.16,98,78,2.72,RU,1635117290
420,Port Hedland,-20.3167,118.5667,297.18,41,7,2.06,AU,1635117290
421,Kaitangata,-46.2817,169.8464,289.56,68,92,2.11,NZ,1635117119
422,Tabou,4.423,-7.3528,298.32,85,91,3.21,CI,1635117291
423,Rancho Palos Verdes,33.7445,-118.387,297.16,76,40,2.68,US,1635117291
424,Buckeye,33.3703,-112.5838,304.48,22,38,3.09,US,1635117292
425,Tazovsky,67.4667,78.7,268.74,92,100,9.64,RU,1635117292
426,Luau,-10.7073,22.2247,292.01,93,100,1.83,AO,1635117293
427,Belmonte,-15.8631,-38.8828,298.43,90,48,3.53,BR,1635117293
428,Abu Samrah,35.3029,37.1841,290.39,65,0,1.76,SY,1635117294
429,Kuching,1.55,110.3333,298.27,94,20,1.54,MY,1635117294
430,Along,28.1667,94.7667,288.76,86,10,0.75,IN,1635117295
431,Port Moresby,-9.4431,147.1797,301.55,71,30,0.47,PG,1635117232
432,Spirit River,55.7833,-118.8361,282.45,64,2,4.79,CA,1635117295
433,Olocuilta,13.5697,-89.1172,299.07,83,20,4.63,SV,1635117296
434,Puerto del Rosario,28.5004,-13.8627,295.01,64,40,3.09,ES,1635117296
435,Yangi Marg`ilon,40.4272,71.7189,279.83,60,0,3.09,UZ,1635117147
436,Mamaku,-38.1,176.0833,286.15,100,100,1.84,NZ,1635117297
437,Luganville,-15.5333,167.1667,300.64,78,45,3.66,VU,1635117298
438,Sterling,39.0062,-77.4286,292.51,78,40,0.89,US,1635117298
439,Auki,-8.7676,160.7034,301.7,73,16,1.57,SB,1635117299
440,Southbridge,42.0751,-72.0334,283.89,80,63,0.45,US,1635117283
441,San Miguelito,9.0333,-79.5,302.34,79,20,1.34,PA,1635117299
442,Zimbor,47,23.2667,274.21,73,30,1.54,RO,1635117300
443,Oistins,13.0667,-59.5333,300.2,78,40,9.77,BB,1635117300
444,Morehead,37.2711,-87.1764,297.5,63,1,0.45,US,1635117301
445,Norman Wells,65.282,-126.8329,271.18,90,100,2.45,CA,1635117302
446,Sawākin,19.1059,37.3321,300.08,79,3,2.08,SD,1635117303
447,Ambilobe,-13.2,49.05,297.64,78,88,3.03,MG,1635117304
448,Malé,4.1748,73.5089,301.19,70,35,6.6,MV,1635117304
449,Villarrobledo,39.2699,-2.6012,286.36,38,1,1.32,ES,1635117305
450,Palauig,15.435,119.9045,300.33,74,96,1.14,PH,1635117306
451,Uusikaupunki,60.8004,21.4084,282.44,88,100,9.25,FI,1635117236
453,Urman,54.8831,56.8742,275.56,90,77,1.6,RU,1635117307
454,Igarka,67.4667,86.5833,269.01,93,100,6.19,RU,1635117307
455,Erzin,36.9559,36.2,292.55,76,1,0.95,TR,1635117308
456,Mount Gambier,-37.8333,140.7667,284.85,57,99,3.11,AU,1635117234
457,Brownsville,25.9018,-97.4975,305.21,74,20,2.24,US,1635116922
458,Conde,-7.2597,-34.9075,298.85,83,0,2.57,BR,1635117168
459,Zheleznodorozhnyy,55.7503,38.0042,273.35,79,18,4.16,RU,1635117214
460,Guatire,10.4762,-66.5427,300.43,95,76,1.12,VE,1635117309
462,Río Gallegos,-51.6226,-69.2181,279.36,38,37,9.89,AR,1635117226
464,Ano Poroia,41.2833,23.0333,285.72,76,76,1.33,GR,1635117310
465,Alibag,18.6411,72.8792,299.19,78,46,2.88,IN,1635117311
466,Belgrade,44.804,20.4651,277.96,75,0,0.51,RS,1635117224
467,Yerbogachën,61.2767,108.0108,274.48,97,100,4.56,RU,1635117311
468,Banda Aceh,5.5577,95.3222,299.16,81,99,3.32,ID,1635117312
469,Arteaga,18.4667,-102.4167,291.79,92,100,1.48,MX,1635117312
471,Manokwari,-0.8667,134.0833,300.12,71,100,0.32,ID,1635117313
472,Malanje,-9.5402,16.341,291.88,94,29,1.98,AO,1635117145
473,Paraná,-31.732,-60.5238,295.66,57,0,3.14,AR,1635117314
474,Leninsk,48.7119,45.1994,276.07,55,97,3.46,RU,1635117314
475,Boshnyakovo,49.6333,142.1667,279.02,68,11,3.58,RU,1635117314
476,Vorukh,39.8494,70.5838,279.81,26,0,3.94,TJ,1635117315
477,Carcasi,6.6265,-72.6266,289.26,92,88,1.51,CO,1635117316
478,Klaksvík,62.2266,-6.589,283.66,88,92,11.41,FO,1635117101
479,Manama,26.2154,50.5832,301.12,74,0,1.03,BH,1635117316
480,Caravelas,-17.7125,-39.2481,298.39,86,7,4.81,BR,1635117317
481,Xingyi,24.1877,102.817,284.95,98,100,1.06,CN,1635117317
482,Tondano,1.3038,124.9112,294.2,83,39,0.14,ID,1635117317
483,Chernushka,56.5072,56.0766,276.57,85,81,4.59,RU,1635117318
484,Airai,-8.9266,125.4092,293.16,65,98,0.48,TL,1635117128
485,San Policarpo,12.1791,125.5072,300.27,81,100,1.45,PH,1635117192
486,Mamakan,57.8161,114.0028,273.35,90,100,2.53,RU,1635117319
487,Shurugwi,-19.6702,30.0059,289.44,90,93,3.88,ZW,1635117319
488,Arrondissement de Beaune,47.0833,4.75,276.79,85,0,0.63,FR,1635117320
489,Pilar,-9.5972,-35.9567,298.11,81,97,3.16,BR,1635117320
490,Rocha,-34.4833,-54.3333,288.66,63,7,4.29,UY,1635116929
491,Mukhen,48.1,136.1,278.1,66,3,2.64,RU,1635117321
492,San Ramon,37.7799,-121.978,290.9,94,90,0.89,US,1635117321
493,Camacha,33.0833,-16.3333,292.83,64,40,3.6,PT,1635117108
495,Ihosy,-22.4,46.1167,294.69,83,23,3.62,MG,1635117322
496,Bell Ville,-32.6259,-62.6887,293.95,24,0,1.56,AR,1635117323
497,Aktau,43.65,51.2,278.47,48,48,1.62,KZ,1635117019
498,Orkney,-26.9802,26.6727,286.88,68,1,5.34,ZA,1635117323
499,Point Pedro,9.8167,80.2333,299.51,83,100,4,LK,1635117099
500,Seoul,37.5683,126.9778,282.84,100,22,1.54,KR,1635117319
501,Oleśnica,51.2134,17.3899,277.75,74,12,3.61,PL,1635117324
502,Petropavlovsk-Kamchatskiy,53.0452,158.6483,272.48,69,0,3,RU,1635117145
503,Urmia,37.5527,45.0761,275.9,60,0,0,IR,1635117208
504,Zyryanovsk,49.7386,84.2719,273.41,77,15,0.71,KZ,1635117325
505,Telimele,10.9167,-13.3333,295.17,96,58,0.75,GN,1635117326
507,Tilichiki,60.4667,166.1,261.5,88,49,3.31,RU,1635117326
508,Innisfail,-17.5333,146.0333,303.08,62,9,1.25,AU,1635117327
509,Riverton,40.5219,-111.9391,288.88,58,90,5.36,US,1635117087
510,Northam,51.0333,-4.2167,287.05,94,27,6.18,GB,1635117182
511,Springbok,-29.6643,17.8865,288.13,29,0,4.45,ZA,1635117212
512,Faya,18.3851,42.4509,286.44,55,14,1.24,SA,1635117328
513,Verkhnyaya Inta,65.9811,60.3094,269.58,96,100,4.3,RU,1635117328
514,Formosa do Rio Preto,-11.0483,-45.1931,300.7,58,100,1.31,BR,1635117329
515,Ossora,59.2353,163.0719,270.15,90,97,2.3,RU,1635117230
516,Heze,35.2431,115.4411,283.35,68,12,3.05,CN,1635117330
517,San Jose,37.3394,-121.895,292.1,83,90,0.45,US,1635117261
518,Tezpur,26.6333,92.8,292.96,93,11,1.24,IN,1635117331
519,Hofn,64.2539,-15.2082,278.32,86,100,9.71,IS,1635117331
520,Mehamn,71.0357,27.8492,269.12,80,0,3.6,NO,1635117225
521,Musoma,-1.5,33.8,296.47,67,76,3.48,TZ,1635117332
522,Zakopane,49.299,19.9489,275.92,80,38,1.89,PL,1635117078
523,Sokna,60.24,9.9235,283.52,93,100,1.46,NO,1635117332
524,Nome,64.5011,-165.4064,274.19,80,90,6.17,US,1635117092
525,Dawlatabad,36.4141,64.9053,282.6,30,0,0.13,AF,1635117333
526,Inta,66.0317,60.1659,269.59,96,100,4.29,RU,1635117333
527,Magole,-6.3667,37.3667,294.52,85,8,1.05,TZ,1635117334
528,Longyearbyen,78.2186,15.6401,266.06,79,75,3.6,SJ,1635117180
529,Port Hardy,50.6996,-127.4199,283.25,87,75,3.6,CA,1635117271
530,Eyl,7.9803,49.8164,298.29,80,45,3.35,SO,1635117189
531,Lahijan,37.2061,50.0029,287.99,76,0,1.91,IR,1635117335
532,Ayagoz,47.9714,80.4392,274.99,44,5,3.21,KZ,1635117335
533,Xunchang,28.4543,104.715,287.64,83,100,0.36,CN,1635117335
534,Salamanca,40.8333,-6,280.37,57,0,1.87,ES,1635117336
536,Leningradskiy,69.3833,178.4167,259.64,90,100,3.1,RU,1635117163
537,Chapais,49.7834,-74.8492,276.03,79,95,1.67,CA,1635117337
538,Cusco,-13.5183,-71.9781,289.28,39,75,5.14,PE,1635117337
539,Biak,-0.9131,122.8766,299.54,68,71,1.08,ID,1635117337
540,Tolaga Bay,-38.3667,178.3,289.92,76,86,3.34,NZ,1635117338
541,Monrovia,6.3005,-10.7969,298.42,88,100,2.4,LR,1635117209
542,Richards Bay,-28.783,32.0377,290.76,66,83,2.15,ZA,1635117159
543,Anadyr,64.75,177.4833,258.43,85,75,1,RU,1635117163
544,Hamina,60.5697,27.1979,277.75,90,100,9.81,FI,1635117339
545,Aitape,-3.1374,142.3475,300.97,77,95,1.61,PG,1635117339
546,Grindavik,63.8424,-22.4338,280.12,100,90,1.03,IS,1635117340
548,West Plains,36.7281,-91.8524,298.61,69,90,0.45,US,1635117213
549,Minna,9.6139,6.5569,296.34,81,23,0.99,NG,1635117341
550,Kyren,51.6828,102.1408,275.44,61,63,2.18,RU,1635117341
551,Rawlins,41.7911,-107.2387,284.46,46,1,11.32,US,1635117341
552,General Roca,-39.0333,-67.5833,296.37,34,84,15.34,AR,1635117125
553,Necochea,-38.5473,-58.7368,289.84,62,6,3.77,AR,1635117179
554,Praia da Vitória,38.7333,-27.0667,290.79,94,20,4.01,PT,1635117342
555,Val-David,46.0334,-74.2159,281.25,72,87,0.98,CA,1635117343
556,Kayes,14,-11,301.95,56,81,2.49,ML,1635117343
557,Matagami,49.7502,-77.6328,275.21,87,1,1.54,CA,1635117343
558,Macao,22.2006,113.5461,293.75,73,20,7.2,MO,1635117344
559,Pau Brasil,-15.4642,-39.6511,296.18,96,61,0.76,BR,1635117344
560,Zhaotong,27.3167,103.7167,281.13,96,100,1.38,CN,1635117345
561,Kitoy,52.6,103.9,271.64,77,79,1.9,RU,1635117346
562,Puquio,-14.7,-74.1333,287.06,32,1,3.78,PE,1635117346
563,Madimba,-10.4,40.3333,297.66,91,18,3.27,TZ,1635117347
564,Wundanyi,-3.4019,38.364,289.33,82,7,0.82,KE,1635117347
565,Melfi,40.9965,15.6514,286.2,83,98,2.07,IT,1635117200
566,Herat Province,34.5,62,284.42,23,0,1.98,AF,1635117216
567,Ust-Tsilma,65.441,52.1498,271.56,82,100,3.72,RU,1635117348
569,College,64.8569,-147.8028,270.33,93,90,0,US,1635117181
570,Jiangyan,32.5061,120.1428,285.88,77,0,1.6,CN,1635117348
571,Caceres,39.522,-6.3748,285.26,49,0,0.57,ES,1635117349
572,Karārī,25.45,81.4333,295.73,65,59,2.09,IN,1635117349
573,Kaluzhskaya Oblast’,54.5,35.5,272.88,92,15,3.39,RU,1635117350
575,Popondetta,-8.7537,148.2534,303.99,53,39,1.05,PG,1635117350
576,Honiara,-9.4333,159.95,303.15,69,9,1.18,SB,1635117172
577,Cuité,-6.4836,-36.1536,294.96,74,53,6.62,BR,1635117351
578,Canala,-21.5333,165.95,299.42,63,10,2.74,NC,1635117351
579,Maniitsoq,65.4167,-52.9,269.29,54,8,3.7,GL,1635117200
580,Río Tercero,-32.173,-64.1141,288.42,24,0,3.62,AR,1635117352
581,Casa Nova,-9.4167,-41.1333,302.14,59,98,3.67,BR,1635117353
582,Acarí,-15.4311,-74.6158,292.95,69,18,2.12,PE,1635117241
585,Menongue,-14.6585,17.691,292.17,81,80,1.49,AO,1635117354
586,Tura,25.5198,90.2201,292.17,95,10,1.12,IN,1635117198
588,Ottawa,45.4112,-75.6981,283.28,69,92,0.45,CA,1635116799
589,Altamira,-3.2033,-52.2064,299.91,71,70,0.76,BR,1635117355
590,Uglovoye,44.8215,33.6045,280.69,63,10,3.67,UA,1635117355
591,Sampit,-2.5333,112.95,297.4,91,20,0.32,ID,1635117356
592,Yaan,7.3833,8.5667,297.4,81,56,1.6,NG,1635117356
593,Curup,-3.4667,102.5333,293.22,97,100,0.27,ID,1635117357
594,Kosikha,53.3617,84.5822,281.58,59,100,5.7,RU,1635117357
595,Gagino,55.2314,45.0339,274.02,96,100,7.2,RU,1635117358
596,Baie-Saint-Paul,47.4411,-70.4986,280.36,64,63,1.79,CA,1635117255
597,Vvedenskoye,55.4753,65.0847,278.81,83,99,3.99,RU,1635117358
598,Marquette,46.5333,-87.6335,278.34,77,91,4.32,US,1635117359
599,Mpika,-11.8343,31.4529,293.16,40,41,2.55,ZM,1635117359
600,Udachny,66.4167,112.4,262.1,99,98,1.42,RU,1635117360
601,Kushima,31.4583,131.2333,290.17,87,100,4.38,JP,1635117360
602,Huoqiu,32.3394,116.2694,286.06,81,100,1.85,CN,1635117361
603,Kholmogory,64.2229,41.656,273.21,90,40,4.23,RU,1635117362
604,Changde,29.0464,111.6783,284.54,69,2,0.5,CN,1635117313
605,Nizwá,22.9333,57.5333,298.36,43,1,1.52,OM,1635117158
606,Arrondissement du Havre,49.5833,0.3333,287.02,88,90,5.14,FR,1635117363
607,Narrabri,-30.3167,149.7833,295.11,29,0,1.79,AU,1635117363
